gridID,roadLengthKM
1481-3-17-17-3,1.0173162089191639
1481-3-17-17-4,1.1436182997471045
1481-3-17-18-1,0.4053598250983885
1481-3-17-18-2,3.4599617656515593
1481-3-17-18-3,1.6796953069580258
1481-3-17-18-4,2.5505439253704414
1481-3-17-19-1,0.10110239592275254
1481-3-17-19-2,0.7977433519912294
1481-3-17-19-3,3.0199540147117183
1481-3-17-19-4,0.28752135550436736
1481-3-17-2-1,0.994613338902339
1481-3-17-2-2,0.9945654638760543
1481-3-17-2-3,3.091050189605611
1481-3-17-2-4,2.781581886270672
1481-3-17-3-1,1.7386799436626956
1481-3-17-3-2,2.2268639986081675
1481-3-17-3-3,1.781619591874207
1481-3-17-3-4,0.9944511271229272
1481-3-17-4-1,1.9523069217725146
1481-3-17-4-2,0
1481-3-17-4-3,0.9943707774328289
1481-3-17-4-4,0
1481-3-17-5-1,0
1481-3-17-5-2,0
1481-3-17-5-3,0.37889680769029166
1481-3-17-5-4,0
1481-3-17-6-1,0
1481-3-17-6-2,0
1481-3-17-6-3,0
1481-3-17-6-4,0
1481-3-17-7-1,1.0232925101325312
1481-3-17-7-2,1.1899105818353894
1481-3-17-7-3,1.2571912682103221
1481-3-17-7-4,1.9887627421267668
1481-3-17-8-1,1.7541502553801078
1481-3-17-8-2,2.005419782667973
1481-3-17-8-3,0.279704285628467
1481-3-17-8-4,0.9947422660271077
1481-3-17-9-1,1.5410407291538795
1481-3-17-9-2,1.4672225543115027
1481-3-17-9-3,0
1481-3-17-9-4,1.5857648258377686
1481-3-17-a-1,2.001583173584854
1481-3-17-a-2,1.0070298674010136
1481-3-17-a-3,1.3414049489358153
1481-3-17-a-4,0
1481-3-17-b-1,0
1481-3-17-b-2,0.010155925057063689
1481-3-17-b-3,0
1481-3-17-b-4,0
1481-3-17-c-1,0.061472509978130606
1481-3-17-c-2,2.491245712673095
1481-3-17-c-3,0
1481-3-17-c-4,1.36727704014503
1481-3-17-d-1,0.24174025744820693
1481-3-17-d-2,1.250699312625001
1481-3-17-d-3,0
1481-3-17-d-4,0
1481-3-17-e-1,1.7454324036720468
1481-3-17-e-2,2.271788090810248
1481-3-17-e-3,1.8254179177424301
1481-3-17-e-4,2.1156663853893587
1481-3-17-f-1,2.348724674837482
1481-3-17-f-2,0.44854885145295065
1481-3-17-f-3,1.7237267706405024
1481-3-17-f-4,0
1481-3-18-1-1,1.3782712772342145
1481-3-18-1-2,2.010792466404005
1481-3-18-1-3,0
1481-3-18-1-4,0.9948665375867809
1481-3-18-10-1,0
1481-3-18-10-2,0
1481-3-18-10-3,0
1481-3-18-10-4,0
1481-3-18-11-1,0
1481-3-18-11-2,0
1481-3-18-11-3,0
1481-3-18-11-4,0.5418741111163274
1481-3-18-12-1,0
1481-3-18-12-2,1.413439592276216
1481-3-18-12-3,1.21116043148789
1481-3-18-12-4,1.0116433200380335
1481-3-18-13-1,1.8412889688737908
1481-3-18-13-2,0
1481-3-18-13-3,1.0080105451037995
1481-3-18-13-4,1.422136172791994
1481-3-18-14-1,0.8444409482376962
1481-3-18-14-2,1.0387122769729191
1481-3-18-14-3,0.644677630419021
1481-3-18-14-4,0
1481-3-18-15-1,1.6160163822042624
1481-3-18-15-2,0
1481-3-18-15-3,1.2119425662590269
1481-3-18-15-4,1.444794305239824
1481-3-18-16-1,0
1481-3-18-16-2,0
1481-3-18-16-3,0
1481-3-18-16-4,0
1481-3-18-17-1,0
1481-3-18-17-2,0
1481-3-18-17-3,0
1481-3-18-17-4,0.8994358821867199
1481-3-18-18-1,1.6198719242560702
1481-3-18-18-2,0.6169066374741442
1481-3-18-18-3,1.273352666393186
1481-3-18-18-4,0
1481-3-18-19-1,0
1481-3-18-19-2,0.18976156797127433
1481-3-18-19-3,0
1481-3-18-19-4,1.0703997130876886
1481-3-18-2-1,1.0079263172154411
1481-3-18-2-2,1.1590384216093148
1481-3-18-2-3,0
1481-3-18-2-4,0
1481-3-18-3-1,1.9765320763459082
1481-3-18-3-2,1.3692007986878771
1481-3-18-3-3,1.3171264927403203
1481-3-18-3-4,0
1481-3-18-4-1,0
1481-3-18-4-2,0
1481-3-18-4-3,0
1481-3-18-4-4,0
1481-3-18-5-1,0
1481-3-18-5-2,0
1481-3-18-5-3,0
1481-3-18-5-4,0
1481-3-18-6-1,1.0070217099788965
1481-3-18-6-2,2.0016073483707095
1481-3-18-6-3,0
1481-3-18-6-4,1.3158721756824796
1481-3-18-7-1,1.0071034330998678
1481-3-18-7-2,1.750531620345244
1481-3-18-7-3,1.007049094395671
1481-3-18-7-4,2.0182524282284544
1481-3-18-8-1,1.170313073069796
1481-3-18-8-2,0
1481-3-18-8-3,1.5199291473948342
1481-3-18-8-4,0
1481-3-18-9-1,0
1481-3-18-9-2,0
1481-3-18-9-3,0.35400156709650255
1481-3-18-9-4,1.0314308504484229
1481-3-18-a-1,0
1481-3-18-a-2,0
1481-3-18-a-3,1.0066012106479927
1481-3-18-a-4,1.0425135867220456
1481-3-18-b-1,0
1481-3-18-b-2,0.48189569617316735
1481-3-18-b-3,0
1481-3-18-b-4,0
1481-3-18-c-1,0
1481-3-18-c-2,0.995772845267429
1481-3-18-c-3,0
1481-3-18-c-4,0.48973006254082335
1481-3-18-d-1,0.7028754078425353
1481-3-18-d-2,1.5253374026202764
1481-3-18-d-3,0
1481-3-18-d-4,1.1375041216084425
1481-3-18-e-1,0.813472699813166
1481-3-18-e-2,0
1481-3-18-e-3,0.247300812449317
1481-3-18-e-4,0.24184097566871798
1481-3-18-f-1,0
1481-3-18-f-2,0
1481-3-18-f-3,0
1481-3-18-f-4,0
1481-3-19-1-1,0
1481-3-19-1-2,1.1211981858584397
1481-3-19-1-3,0.7798358766197577
1481-3-19-1-4,0.9030308846813742
1481-3-19-10-1,1.7513660059763976
1481-3-19-10-2,1.564641911990899
1481-3-19-10-3,1.0905855487836975
1481-3-19-10-4,0
1481-3-19-11-1,1.1734730683326917
1481-3-19-11-2,1.2020749588558683
1481-3-19-11-3,0
1481-3-19-11-4,0
1481-3-19-12-1,1.0620897423674776
1481-3-19-12-2,1.0251738507097656
1481-3-19-12-3,0
1481-3-19-12-4,0
1481-3-19-13-1,0.9245753354115093
1481-3-19-13-2,0
1481-3-19-13-3,0
1481-3-19-13-4,0.6982359507847637
1481-3-19-14-1,1.0666228245593607
1481-3-19-14-2,0.6138337184526813
1481-3-19-14-3,0.6224549007796493
1481-3-19-14-4,0
1481-3-19-15-1,0.8861485991939111
1481-3-19-15-2,0
1481-3-19-15-3,0
1481-3-19-15-4,0
1481-3-19-16-1,0
1481-3-19-16-2,0
1481-3-19-16-3,0
1481-3-19-16-4,0
1481-3-19-17-1,0
1481-3-19-17-2,0
1481-3-19-17-3,0
1481-3-19-17-4,0
1481-3-19-18-1,0
1481-3-19-18-2,1.0215871981141742
1481-3-19-18-3,0.3841281333384729
1481-3-19-18-4,1.050519050514562
1481-3-19-19-1,0
1481-3-19-19-2,0
1481-3-19-19-3,0
1481-3-19-19-4,0
1481-3-19-2-1,0
1481-3-19-2-2,0
1481-3-19-2-3,0
1481-3-19-2-4,0
1481-3-19-3-1,0
1481-3-19-3-2,0
1481-3-19-3-3,0
1481-3-19-3-4,0.8286931955369538
1481-3-19-4-1,0.9945865067326366
1481-3-19-4-2,0
1481-3-19-4-3,0.9263064801048216
1481-3-19-4-4,0
1481-3-19-5-1,2.021997786308337
1481-3-19-5-2,0
1481-3-19-5-3,2.061497514679314
1481-3-19-5-4,0
1481-3-19-6-1,0.9947042843943599
1481-3-19-6-2,0
1481-3-19-6-3,1.6061404809749509
1481-3-19-6-4,1.8439695018689595
1481-3-19-7-1,0
1481-3-19-7-2,0
1481-3-19-7-3,1.0801616152941254
1481-3-19-7-4,1.3704403320842005
1481-3-19-8-1,0
1481-3-19-8-2,0.9948079063090625
1481-3-19-8-3,1.028150910038934
1481-3-19-8-4,0.6610451356717697
1481-3-19-9-1,0
1481-3-19-9-2,0
1481-3-19-9-3,0
1481-3-19-9-4,0
1481-3-19-a-1,1.9883475969413946
1481-3-19-a-2,0
1481-3-19-a-3,2.105456028558195
1481-3-19-a-4,0
1481-3-19-b-1,0
1481-3-19-b-2,2.154598528006884
1481-3-19-b-3,0
1481-3-19-b-4,0.92569565368458
1481-3-19-c-1,0
1481-3-19-c-2,0
1481-3-19-c-3,0
1481-3-19-c-4,0
1481-3-19-d-1,0
1481-3-19-d-2,0
1481-3-19-d-3,0
1481-3-19-d-4,0
1481-3-19-e-1,0
1481-3-19-e-2,0
1481-3-19-e-3,0.15008041643517778
1481-3-19-e-4,1.167792048000572
1481-3-19-f-1,1.816876560860384
1481-3-19-f-2,0
1481-3-19-f-3,2.033902798549137
1481-3-19-f-4,1.5612874572378033
1481-3-b-19-2,0
1481-3-b-19-4,4.2955936187552455
1481-3-c-10-4,0
1481-3-c-11-2,0.199944354002199
1481-3-c-11-3,0.29937570879980735
1481-3-c-11-4,2.751077098717684
1481-3-c-12-1,0.9341450279857635
1481-3-c-12-2,1.7000761065012135
1481-3-c-12-3,2.0213165752722855
1481-3-c-12-4,3.167712538578974
1481-3-c-13-1,1.3244342856764113
1481-3-c-13-2,1.0073391118788497
1481-3-c-13-3,3.7495130410301662
1481-3-c-13-4,2.0485941118515676
1481-3-c-14-1,2.2500360234834513
1481-3-c-14-2,1.1752822587278446
1481-3-c-14-3,3.350832343078818
1481-3-c-14-4,2.0287718200706104
1481-3-c-15-1,0.6730936539926697
1481-3-c-15-2,3.014591123692531
1481-3-c-15-3,5.290287128323603
1481-3-c-15-4,1.2912993653263907
1481-3-c-16-1,5.56488327051526
1481-3-c-16-2,3.996979168304719
1481-3-c-16-3,1.3417024847159642
1481-3-c-16-4,0.9942006392026911
1481-3-c-17-1,1.497808169556692
1481-3-c-17-2,0.5363101346114797
1481-3-c-17-3,1.29957756436675
1481-3-c-17-4,0
1481-3-c-18-1,0.9879849806344716
1481-3-c-18-2,1.239124570140525
1481-3-c-18-3,0
1481-3-c-18-4,2.3516893968697516
1481-3-c-19-1,2.099444852979633
1481-3-c-19-2,1.0068315261662868
1481-3-c-19-3,2.15105331441611
1481-3-c-19-4,1.0070118839673814
1481-3-c-e-3,0
1481-3-c-e-4,0
1481-3-c-f-1,0.2499981397351897
1481-3-c-f-2,1.0069063337004225
1481-3-c-f-3,0.9084183599635237
1481-3-c-f-4,0
1481-3-d-10-1,2.001347776051517
1481-3-d-10-2,3.160405712369675
1481-3-d-10-3,3.46163829023533
1481-3-d-10-4,2.1059522596256834
1481-3-d-11-1,2.6953671745053356
1481-3-d-11-2,4.209466807880429
1481-3-d-11-3,0.11323895212534318
1481-3-d-11-4,1.382201489274195
1481-3-d-12-1,2.5560434520858104
